name,short_name,horizontal,depth,log_q_c
A2_01,01,0,1.073,-0.813274244349404
A2_01,01,0,1.085,-0.7922240668443267
A2_01,01,0,1.098,-0.773363842678128
A2_01,01,0,1.111,-0.7965537874603754
A2_01,01,0,1.124,-0.8360841716568759
A2_01,01,0,1.137,-0.9446560558189244
A2_01,01,0,1.15,-1.0813716215073883
A2_01,01,0,1.162,-1.2378256216659866
A2_01,01,0,1.175,-1.2959792745453966
A2_01,01,0,1.188,-1.4426756452733178
A2_01,01,0,1.2,-1.523610888915784
A2_01,01,0,1.213,-1.4925328071465473
A2_01,01,0,1.226,-1.478459880205751
A2_01,01,0,1.238,-1.4279271655484238
A2_01,01,0,1.251,-1.3422547531966322
A2_01,01,0,1.264,-1.267779426801006
A2_01,01,0,1.276,-1.162528009527944
A2_01,01,0,1.29,-0.9635077798016143
A2_01,01,0,1.302,-0.8750097945546147
A2_01,01,0,1.315,-0.8584630772026682
A2_01,01,0,1.328,-0.821166959067774
A2_01,01,0,1.341,-0.8577771418217709
A2_01,01,0,1.354,-0.9211932732179764
A2_01,01,0,1.367,-0.9083147290020073
A2_01,01,0,1.379,-0.919387680150829
A2_01,01,0,1.392,-0.8573067205883117
A2_01,01,0,1.406,-0.7745691407758833
A2_01,01,0,1.419,-0.7695417006585042
A2_01,01,0,1.432,-0.746133106359562
A2_01,01,0,1.446,-0.7503998931417964
A2_01,01,0,1.459,-0.6901446768804251
A2_01,01,0,1.472,-0.6772486392662304
A2_01,01,0,1.485,-0.6677028737765615
A2_01,01,0,1.498,-0.6306262318732969
A2_01,01,0,1.511,-0.5697823919735103
A2_01,01,0,1.524,-0.5710059333576747
A2_01,01,0,1.537,-0.5882733672236388
A2_01,01,0,1.55,-0.5576882259057143
A2_01,01,0,1.563,-0.5123652741643412
A2_01,01,0,1.576,-0.48901920016411615
A2_01,01,0,1.589,-0.46380687208985777
A2_01,01,0,1.602,-0.47685331929089836
A2_01,01,0,1.614,-0.539634909209655
A2_01,01,0,1.628,-0.5836672555928466
A2_01,01,0,1.64,-0.5739181206992335
A2_01,01,0,1.653,-0.56843032938454
A2_01,01,0,1.666,-0.5700384845707023
A2_01,01,0,1.678,-0.5713519631247457
A2_01,01,0,1.691,-0.5836379645221828
A2_01,01,0,1.704,-0.5944977603319562
A2_01,01,0,1.717,-0.5466991499445674
A2_01,01,0,1.729,-0.5406342420593346
A2_01,01,0,1.742,-0.470323965751313
A2_01,01,0,1.754,-0.39906637343616624
A2_01,01,0,1.767,-0.36841054644395416
A2_01,01,0,1.78,-0.447326157508658
A2_01,01,0,1.792,-0.45009367470481876
A2_01,01,0,1.806,-0.5232258341481235
A2_01,01,0,1.819,-0.5556766435889188
A2_01,01,0,1.831,-0.5164205903041492
A2_01,01,0,1.844,-0.4951280687186498
A2_01,01,0,1.857,-0.4725950944523676
A2_01,01,0,1.87,-0.4950717613206669
A2_01,01,0,1.883,-0.5185972805922636
A2_01,01,0,1.896,-0.48702451114128864
A2_01,01,0,1.909,-0.44865230590497657
A2_01,01,0,1.922,-0.3866156041853448
A2_01,01,0,1.936,-0.39895291002562316
A2_01,01,0,1.949,-0.48177697019803134
A2_01,01,0,1.962,-0.5513377603500215
A2_01,01,0,1.976,-0.5792861337423668
A2_01,01,0,1.988,-0.5467063833688792
A2_01,01,0,2.002,-0.48421883071658645
A2_01,01,0,2.015,-0.5330888191000148
A2_01,01,0,2.027,-0.5918382158874983
A2_01,01,0,2.041,-0.717993151631132
A2_01,01,0,2.054,-0.8775574509302055
A2_01,01,0,2.067,-0.8880046757626563
A2_01,01,0,2.079,-0.9404247653279945
A2_01,01,0,2.092,-0.8918648547435064
A2_01,01,0,2.105,-0.7732456921245963
A2_01,01,0,2.118,-0.677473277661777
A2_01,01,0,2.131,-0.6126691354138208
A2_01,01,0,2.144,-0.6972330452121132
A2_01,01,0,2.157,-0.682370849732111
A2_01,01,0,2.169,-0.7501436107350695
A2_01,01,0,2.181,-0.8436204119403785
A2_01,01,0,2.194,-1.0216787624920394
A2_01,01,0,2.207,-1.103940944607555
A2_01,01,0,2.22,-1.0841818370685543
A2_01,01,0,2.232,-1.0581997362864763
A2_01,01,0,2.245,-0.9720173548432873
A2_01,01,0,2.257,-0.9149873301867719
A2_01,01,0,2.27,-0.7846972026462096
A2_01,01,0,2.283,-0.7447129174823852
A2_01,01,0,2.296,-0.7908094957021755
A2_01,01,0,2.309,-0.8763864528708449
A2_01,01,0,2.322,-0.8939829011456525
A2_01,01,0,2.335,-0.8374809000574941
A2_01,01,0,2.348,-0.9538441455901618
A2_01,01,0,2.361,-0.9989459898945493
A2_01,01,0,2.373,-1.0676495475639272
A2_01,01,0,2.386,-0.8910698640945268
A2_01,01,0,2.399,-0.6647175860463004
A2_01,01,0,2.412,-0.6303616935534845
A2_01,01,0,2.425,-0.5842372144958436
A2_01,01,0,2.439,-0.3667916406929007
A2_01,01,0,2.452,-0.1327044116752789
A2_01,01,0,2.465,0.014408655883145216
A2_01,01,0,2.478,0.01952832221317513
A2_01,01,0,2.491,-0.028125718943218248
A2_01,01,0,2.504,-0.125256972781845
A2_01,01,0,2.517,-0.17044263881547927
A2_01,01,0,2.53,-0.215114646614759
A2_01,01,0,2.543,-0.38127650097628346
A2_01,01,0,2.556,-0.39397740405477677
A2_01,01,0,2.569,-0.43164430540319615
A2_01,01,0,2.581,-0.41293616647576975
A2_01,01,0,2.594,-0.4301645786312826
A2_01,01,0,2.607,-0.5503982352940059
A2_01,01,0,2.62,-0.7943382610530111
A2_01,01,0,2.632,-1.1136205862343762
A2_01,01,0,2.645,-1.5665327227688064
A2_01,01,0,2.657,-1.6374185040389964
A2_01,01,0,2.67,-1.5170590166246405
A2_01,01,0,2.682,-1.717823542015041
A2_01,01,0,2.695,-1.7100410274823883
A2_01,01,0,2.708,-1.5624209214542097
A2_01,01,0,2.72,-1.3870974801077636
A2_01,01,0,2.733,-1.1478020036613112
A2_01,01,0,2.745,-1.074210127409231
A2_01,01,0,2.758,-1.2308414553815905
A2_01,01,0,2.771,-1.48042066167175
A2_01,01,0,2.783,-1.6281651413748597
A2_01,01,0,2.796,-1.6203913475918026
A2_01,01,0,2.809,-1.6376813418772174
A2_01,01,0,2.822,-1.8609221599251007
A2_01,01,0,2.835,-1.795666487340498
A2_01,01,0,2.847,-1.6742803249892126
A2_01,01,0,2.86,-1.3428131065862083
A2_01,01,0,2.873,-1.0222241898031712
A2_01,01,0,2.886,-1.0216402410522696
A2_01,01,0,2.899,-0.9329050220833779
A2_01,01,0,2.912,-0.9456491823421616
A2_01,01,0,2.925,-0.7429206115600906
A2_01,01,0,2.938,-0.4637448766863609
A2_01,01,0,2.951,-0.3490773262449987
A2_01,01,0,2.965,-0.3345395892411246
A2_01,01,0,2.978,-0.7405971104299967
A2_01,01,0,2.991,-1.3758741411243458
A2_01,01,0,3.003,-1.9591809448352273
A2_01,01,0,3.017,-2.540702219863842
A2_01,01,0,3.03,-2.6965556142675866
A2_01,01,0,3.042,-2.8794960129573974
A2_01,01,0,3.055,-2.795278590511079
A2_01,01,0,3.068,-2.546409471644085
A2_01,01,0,3.081,-1.9857133045285762
A2_01,01,0,3.094,-1.3652899033073078
A2_01,01,0,3.107,-1.0350988996944708
A2_01,01,0,3.12,-1.1701552657734833
A2_01,01,0,3.133,-1.5892884733689567
A2_01,01,0,3.145,-1.8165353752021016
A2_01,01,0,3.158,-1.9052754875204905
A2_01,01,0,3.171,-1.8546644434035846
A2_01,01,0,3.184,-1.6095712545968104
A2_01,01,0,3.196,-1.4070214124073024
A2_01,01,0,3.209,-1.0723534622834554
A2_01,01,0,3.222,-0.8454067784994217
A2_01,01,0,3.234,-0.7021954468079031
A2_01,01,0,3.247,-0.5786032140154955
A2_01,01,0,3.26,-0.17248562893989827
A2_01,01,0,3.273,0.06702925664754478
A2_01,01,0,3.285,0.2315241239842436
A2_01,01,0,3.298,0.23879652893787662
A2_01,01,0,3.311,0.3786225868998343
A2_01,01,0,3.324,0.2970171590534165
A2_01,01,0,3.337,0.2143919901707695
A2_01,01,0,3.35,-0.0030891543296688306
A2_01,01,0,3.363,-0.16805735944808997
A2_01,01,0,3.376,-0.5754833757488141
A2_01,01,0,3.389,-1.0421950393860644
A2_01,01,0,3.401,-1.3413182623834397
A2_01,01,0,3.415,-1.4652647959755032
A2_01,01,0,3.428,-1.3869278515135144
A2_01,01,0,3.441,-1.181031153530668
A2_01,01,0,3.454,-0.7356436896124339
A2_01,01,0,3.468,-0.5079695061622618
A2_01,01,0,3.481,-0.3816488820724906
A2_01,01,0,3.494,-0.5464913898961132
A2_01,01,0,3.507,-0.380692197704336
A2_01,01,0,3.519,-0.4186038535845979
A2_01,01,0,3.533,-0.5763829775856939
A2_01,01,0,3.545,-0.7729076920648735
A2_01,01,0,3.558,-0.8162735789968423
A2_01,01,0,3.571,-0.8585641381125256
A2_01,01,0,3.584,-0.8856623358283293
A2_01,01,0,3.596,-1.0030524366386084
A2_01,01,0,3.61,-1.0509765995236051
A2_01,01,0,3.623,-0.8572393670653042
A2_01,01,0,3.636,-0.7723537982783899
A2_01,01,0,3.648,-0.7752954737873399
A2_01,01,0,3.661,-0.8121713830878091
A2_01,01,0,3.674,-0.8053636263542601
A2_01,01,0,3.687,-0.8899612562460818
A2_01,01,0,3.699,-1.0750877741258131
A2_01,01,0,3.712,-1.1244372249185066
A2_01,01,0,3.725,-1.100510858363771
A2_01,01,0,3.737,-0.9959847348900974
A2_01,01,0,3.749,-0.8584466140293802
A2_01,01,0,3.762,-0.7861863784391068
A2_01,01,0,3.775,-0.7684440352778632
A2_01,01,0,3.789,-0.7329864167650594
A2_01,01,0,3.801,-0.7163981734614356
A2_01,01,0,3.814,-0.6394786281006293
A2_01,01,0,3.827,-0.6569212537493758
A2_01,01,0,3.84,-0.7329867687970257
A2_01,01,0,3.853,-0.7903627770413019
A2_01,01,0,3.866,-0.8863235114025068
A2_01,01,0,3.879,-0.9548108667004251
A2_01,01,0,3.892,-1.0289576538717635
A2_01,01,0,3.904,-1.0691315312612555
A2_01,01,0,3.918,-1.0509232988191113
A2_01,01,0,3.931,-1.0879800676586608
A2_01,01,0,3.944,-1.1910950379512075
A2_01,01,0,3.958,-1.2174032359068014
A2_01,01,0,3.971,-1.133543107033947
A2_01,01,0,3.984,-1.0897607840823786
A2_01,01,0,3.997,-0.9910199601980257
A2_01,01,0,4.01,-0.8702271949033312
A2_01,01,0,4.023,-0.778256765519433
A2_01,01,0,4.036,-0.7198863215165797
A2_01,01,0,4.048,-0.6585520152113391
A2_01,01,0,4.061,-0.6652936253748077
A2_01,01,0,4.075,-0.6650309999090347
A2_01,01,0,4.087,-0.7070243605381259
A2_01,01,0,4.1,-0.7146604688511845
A2_01,01,0,4.113,-0.7374831203771076
A2_01,01,0,4.126,-0.7002628518255161
A2_01,01,0,4.139,-0.6911777093032394
A2_01,01,0,4.151,-0.739994463312797
A2_01,01,0,4.164,-0.7405241761673926
A2_01,01,0,4.177,-0.6670275637608293
A2_01,01,0,4.19,-0.6616205298536476
A2_01,01,0,4.202,-0.6238649599874364
A2_01,01,0,4.215,-0.5845290911878961
A2_01,01,0,4.228,-0.5665584971938527
A2_01,01,0,4.241,-0.5768748447739737
A2_01,01,0,4.253,-0.5977377772567034
A2_01,01,0,4.266,-0.6460282315033467
A2_01,01,0,4.279,-0.6796890571977039
A2_01,01,0,4.292,-0.6606500848409145
A2_01,01,0,4.305,-0.6123991540900678
A2_01,01,0,4.318,-0.5853847207074823
A2_01,01,0,4.331,-0.5759735899632558
A2_01,01,0,4.344,-0.5724383555361617
A2_01,01,0,4.357,-0.6824684050332888
A2_01,01,0,4.37,-0.6437379956097671
A2_01,01,0,4.383,-0.6618098558634034
A2_01,01,0,4.396,-0.66676897572559
A2_01,01,0,4.409,-0.6265315594191501
A2_01,01,0,4.422,-0.6567101467834988
A2_01,01,0,4.435,-0.6139090251067779
A2_01,01,0,4.449,-0.5403953640844642
A2_01,01,0,4.462,-0.49301234339795336
A2_01,01,0,4.475,-0.4336173452935797
A2_01,01,0,4.488,-0.4448397969761458
A2_01,01,0,4.501,-0.5162442048492427
A2_01,01,0,4.514,-0.5466876474972627
A2_01,01,0,4.527,-0.6177713685160134
A2_01,01,0,4.54,-0.6783493353577464
A2_01,01,0,4.553,-0.686241212044682
A2_01,01,0,4.566,-0.7272425324572979
A2_01,01,0,4.579,-0.7829654646695113
A2_01,01,0,4.591,-0.7946879010548863
A2_01,01,0,4.604,-0.7844691541169816
A2_01,01,0,4.617,-0.7857779208677458
A2_01,01,0,4.63,-0.7812833803983248
A2_01,01,0,4.643,-0.8094973740290532
A2_01,01,0,4.656,-0.8147370114288842
A2_01,01,0,4.668,-0.8232332597344542
A2_01,01,0,4.681,-0.8418667071491204
A2_01,01,0,4.694,-0.8489331396063347
A2_01,01,0,4.706,-0.8820826852191066
A2_01,01,0,4.719,-0.8590154296893233
A2_01,01,0,4.732,-0.9014242986955464
A2_01,01,0,4.744,-0.8916794628005242
A2_01,01,0,4.758,-0.9240212902883789
A2_01,01,0,4.77,-0.9857407915336167
A2_01,01,0,4.783,-1.0173749280374804
A2_01,01,0,4.796,-1.0545936442134294
A2_01,01,0,4.81,-1.0609610556721387
A2_01,01,0,4.822,-0.9882956007976442
A2_01,01,0,4.835,-0.9259352569067204
A2_01,01,0,4.848,-0.8880291744037663
A2_01,01,0,4.861,-0.8753381903532019
A2_01,01,0,4.874,-0.8444179031400036
A2_01,01,0,4.887,-0.7899333576366148
A2_01,01,0,4.9,-0.7875494814493542
A2_01,01,0,4.913,-0.8470896278294282
A2_01,01,0,4.926,-0.8912442698301315
A2_01,01,0,4.94,-0.9206790429622567
A2_01,01,0,4.953,-0.9027466220529669
A2_01,01,0,4.966,-0.8586563749050001
A2_01,01,0,4.979,-0.8005450841114703
A2_01,01,0,4.992,-0.7337521029856668
A2_01,01,0,5.005,-0.7088818310413331
A2_01,01,0,5.018,-0.6372055840394919
A2_01,01,0,5.031,-0.5671385791580231
A2_01,01,0,5.044,-0.5428116164438995
A2_01,01,0,5.057,-0.4814431934741983
A2_01,01,0,5.07,-0.3933344963611998
A2_01,01,0,5.082,-0.42489800012210166
A2_01,01,0,5.095,-0.3891549730334853
A2_01,01,0,5.109,-0.3689188478727013
A2_01,01,0,5.121,-0.41560039563218537
A2_01,01,0,5.134,-0.4531690360452814
A2_01,01,0,5.147,-0.4919035017665572
A2_01,01,0,5.16,-0.5709572721585796
A2_01,01,0,5.172,-0.5916507048053139
A2_01,01,0,5.185,-0.6197950744049692
A2_01,01,0,5.198,-0.6678854703248704
A2_01,01,0,5.21,-0.7484854261998862
A2_01,01,0,5.223,-0.7936827475841098
A2_01,01,0,5.236,-0.8519598267265993
A2_01,01,0,5.249,-0.9045932778542862
A2_01,01,0,5.261,-0.9415398813423193
A2_01,01,0,5.274,-0.9453058055179231
A2_01,01,0,5.287,-0.9888291685370152
A2_01,01,0,5.3,-1.0029311759238144
A2_01,01,0,5.312,-0.96116896100333
A2_01,01,0,5.325,-0.9367743406882416
A2_01,01,0,5.338,-0.8712674661309923
A2_01,01,0,5.351,-0.795704017952946
A2_01,01,0,5.364,-0.751681757900327
A2_01,01,0,5.377,-0.7276852365468346
A2_01,01,0,5.39,-0.718868946585342
A2_01,01,0,5.403,-0.6831208669510846
A2_01,01,0,5.416,-0.6720824241388971
A2_01,01,0,5.43,-0.5885866054802252
A2_01,01,0,5.443,-0.6085121403341276
A2_01,01,0,5.456,-0.6280468878720968
A2_01,01,0,5.469,-0.6041119912341527
A2_01,01,0,5.482,-0.6151901286213322
A2_01,01,0,5.495,-0.6414414817618449
A2_01,01,0,5.508,-0.6107656776430923
A2_01,01,0,5.521,-0.5895472947701534
A2_01,01,0,5.534,-0.5890792593368978
A2_01,01,0,5.547,-0.565389142076411
A2_01,01,0,5.56,-0.6058396836156301
A2_01,01,0,5.573,-0.6378930637928946
A2_01,01,0,5.586,-0.6174421183360205
A2_01,01,0,5.599,-0.6090413477815821
A2_01,01,0,5.612,-0.6136760780259722
A2_01,01,0,5.625,-0.6312695896226621
A2_01,01,0,5.638,-0.6191854756426168
A2_01,01,0,5.651,-0.624674002957708
A2_01,01,0,5.663,-0.5956956892420444
A2_01,01,0,5.676,-0.5500959076771905
A2_01,01,0,5.689,-0.4918247450276301
A2_01,01,0,5.701,-0.49802935053262354
A2_01,01,0,5.714,-0.4090819293999204
A2_01,01,0,5.727,-0.39428975949104594
A2_01,01,0,5.739,-0.43354211692111816
A2_01,01,0,5.752,-0.45067949321776635
A2_01,01,0,5.765,-0.438486760566487
A2_01,01,0,5.778,-0.4517903427149622
A2_01,01,0,5.791,-0.4516950084136351
A2_01,01,0,5.804,-0.3589765343443236
A2_01,01,0,5.816,-0.40027561109179716
A2_01,01,0,5.829,-0.4135936689304126
A2_01,01,0,5.842,-0.4085684251378924
A2_01,01,0,5.855,-0.3952234559889771
A2_01,01,0,5.868,-0.4062638688597898
A2_01,01,0,5.881,-0.43290097962379337
A2_01,01,0,5.894,-0.4864214821028411
A2_01,01,0,5.907,-0.5017345829741435
A2_01,01,0,5.92,-0.5556779820548589
A2_01,01,0,5.934,-0.5726124200323941
A2_01,01,0,5.947,-0.6154428098373985
A2_01,01,0,5.961,-0.6032197194423695
A2_01,01,0,5.973,-0.5822550197364
A2_01,01,0,5.987,-0.5457936710117463
A2_01,01,0,6,-0.5308003995109154
A2_01,01,0,6.013,-0.571768702705534
A2_01,01,0,6.026,-0.5943828873673689
A2_01,01,0,6.039,-0.5828479849099637
A2_01,01,0,6.052,-0.6207553709329554
A2_01,01,0,6.065,-0.6219883133835744
A2_01,01,0,6.078,-0.6536266430585245
A2_01,01,0,6.09,-0.6674238942464333
A2_01,01,0,6.104,-0.6754012364919851
A2_01,01,0,6.117,-0.6519337317424146
A2_01,01,0,6.129,-0.7002777060013557
A2_01,01,0,6.142,-0.6569273024024238
A2_01,01,0,6.155,-0.721295295438342
A2_01,01,0,6.168,-0.7147197170899605
A2_01,01,0,6.181,-0.7337102511058582
A2_01,01,0,6.193,-0.6956139891583314
A2_01,01,0,6.206,-0.6451213252131253
A2_01,01,0,6.218,-0.6575329352471774
A2_01,01,0,6.231,-0.6819149286334254
A2_01,01,0,6.243,-0.6944495053040965
A2_01,01,0,6.256,-0.71842614860463
A2_01,01,0,6.269,-0.6865302735724246
A2_01,01,0,6.282,-0.7459221969014287
A2_01,01,0,6.294,-0.7556778878612433
A2_01,01,0,6.307,-0.7713377472554248
A2_01,01,0,6.32,-0.7382325463932179
A2_01,01,0,6.334,-0.6746729803851879
A2_01,01,0,6.346,-0.6555522954944157
A2_01,01,0,6.359,-0.6299902998915121
A2_01,01,0,6.372,-0.6110019219670263
A2_01,01,0,6.385,-0.5342297128615862
A2_01,01,0,6.398,-0.5131143491855791
A2_01,01,0,6.411,-0.4837915859707802
A2_01,01,0,6.424,-0.46216326026345433
A2_01,01,0,6.438,-0.4550838646198314
A2_01,01,0,6.451,-0.5120117483372006
A2_01,01,0,6.464,-0.49238584530877816
A2_01,01,0,6.477,-0.5370684908493595
A2_01,01,0,6.49,-0.5725684206512565
A2_01,01,0,6.503,-0.5941408582804016
A2_01,01,0,6.516,-0.6045931576823178
A2_01,01,0,6.529,-0.642323247098618
A2_01,01,0,6.542,-0.6366074350126234
A2_01,01,0,6.555,-0.6176326867440157
A2_01,01,0,6.568,-0.6040043316481337
A2_01,01,0,6.581,-0.5553218705872041
A2_01,01,0,6.594,-0.545330265957108
A2_01,01,0,6.607,-0.5070380667019274
A2_01,01,0,6.62,-0.4999643745412352
A2_01,01,0,6.633,-0.4886429672748272
A2_01,01,0,6.646,-0.4817731687260801
A2_01,01,0,6.658,-0.4701660652082718
A2_01,01,0,6.671,-0.45492003652069823
A2_01,01,0,6.684,-0.4390078347977416
A2_01,01,0,6.696,-0.4374530416554133
A2_01,01,0,6.709,-0.45415732256593155
A2_01,01,0,6.722,-0.4113525869778019
A2_01,01,0,6.734,-0.40149867779123627
A2_01,01,0,6.747,-0.43736414488346376
A2_01,01,0,6.759,-0.4423327398436266
A2_01,01,0,6.772,-0.4564330388851744
A2_01,01,0,6.785,-0.48073572896618333
A2_01,01,0,6.798,-0.446873188154701
A2_01,01,0,6.811,-0.5021446985786473
A2_01,01,0,6.823,-0.4992935390517105
A2_01,01,0,6.836,-0.51473876372848415
A2_01,01,0,6.849,-0.48840135326594114
A2_01,01,0,6.862,-0.47168284184390774
A2_01,01,0,6.875,-0.4878999004107228
A2_01,01,0,6.888,-0.5126196219073053
A2_01,01,0,6.901,-0.5773185361517202
A2_01,01,0,6.914,-0.5697272209110735
A2_01,01,0,6.927,-0.5796580581776138
A2_01,01,0,6.941,-0.625229455669442
A2_01,01,0,6.954,-0.622627890041465
A2_01,01,0,6.967,-0.610762462218047
A2_01,01,0,6.98,-0.6267414073304842
A2_01,01,0,6.993,-0.6123532475089196
A2_01,01,0,7.006,-0.6382857144880055
A2_01,01,0,7.019,-0.640722350283652
A2_01,01,0,7.032,-0.6172502199249268
A2_01,01,0,7.045,-0.6145972981445603
A2_01,01,0,7.058,-0.5944560084692081
A2_01,01,0,7.071,-0.5984410960035847
A2_01,01,0,7.084,-0.5395673854056805
A2_01,01,0,7.097,-0.578216278051917
A2_01,01,0,7.11,-0.5648969953300998
A2_01,01,0,7.123,-0.562727225544214
A2_01,01,0,7.136,-0.5701848015288014
A2_01,01,0,7.149,-0.5797603209697291
A2_01,01,0,7.162,-0.5247971263942451
A2_01,01,0,7.174,-0.5052501782830621
A2_01,01,0,7.187,-0.4931178394806896
A2_01,01,0,7.2,-0.49434019276532193
A2_01,01,0,7.212,-0.4898578161146294
A2_01,01,0,7.225,-0.4812818120849319
A2_01,01,0,7.237,-0.4634156922985835
A2_01,01,0,7.25,-0.5116117821285258
A2_01,01,0,7.263,-0.48675846424177255
A2_01,01,0,7.276,-0.49737017297993213
A2_01,01,0,7.288,-0.5014686198703312
A2_01,01,0,7.301,-0.4705294483342009
A2_01,01,0,7.314,-0.4782900808212344
A2_01,01,0,7.327,-0.4988464778295927
A2_01,01,0,7.34,-0.4695402961048563
A2_01,01,0,7.353,-0.4748554834062939
A2_01,01,0,7.366,-0.4376083647294057
A2_01,01,0,7.379,-0.42618386124691304
A2_01,01,0,7.392,-0.40972382543156216
A2_01,01,0,7.405,-0.396127796568477
A2_01,01,0,7.418,-0.394037494592722
A2_01,01,0,7.431,-0.37281814391485707
A2_01,01,0,7.445,-0.38299328654604675
A2_01,01,0,7.458,-0.37278746632358395
A2_01,01,0,7.471,-0.37069295436455035
A2_01,01,0,7.484,-0.3461569622927394
A2_01,01,0,7.497,-0.33232613719282006
A2_01,01,0,7.51,-0.3288456670154125
A2_01,01,0,7.524,-0.34468638377325067
A2_01,01,0,7.537,-0.3150534007575568
A2_01,01,0,7.55,-0.3192460730795965
A2_01,01,0,7.563,-0.32382322783914563
A2_01,01,0,7.576,-0.30576405300547516
A2_01,01,0,7.588,-0.2989998262338437
A2_01,01,0,7.601,-0.30638178405386024
A2_01,01,0,7.614,-0.3052097314370227
A2_01,01,0,7.627,-0.30380093502309097
A2_01,01,0,7.64,-0.34019105522303067
A2_01,01,0,7.653,-0.3429287751894109
A2_01,01,0,7.666,-0.3386985127214258
A2_01,01,0,7.679,-0.34662172192264407
A2_01,01,0,7.691,-0.34521129021732344
A2_01,01,0,7.704,-0.34670645182931914
A2_01,01,0,7.717,-0.3740190313431747
A2_01,01,0,7.729,-0.346239313328423
A2_01,01,0,7.742,-0.3994873615493481
A2_01,01,0,7.754,-0.41520738485475
A2_01,01,0,7.767,-0.40949189354646753
A2_01,01,0,7.78,-0.4202486683045466
A2_01,01,0,7.793,-0.4229571321828949
A2_01,01,0,7.805,-0.4696940842266534
A2_01,01,0,7.818,-0.4301841628527411
A2_01,01,0,7.831,-0.4309736014641977
A2_01,01,0,7.844,-0.4479135355310275
A2_01,01,0,7.857,-0.44788981722941434
A2_01,01,0,7.87,-0.4738198840549854
A2_01,01,0,7.883,-0.47714612900827935
A2_01,01,0,7.896,-0.4624344806005504
A2_01,01,0,7.909,-0.4975152831228051
A2_01,01,0,7.922,-0.4812684455742714
A2_01,01,0,7.936,-0.47293113375081786
A2_01,01,0,7.949,-0.49680641751257504
A2_01,01,0,7.962,-0.49308758026507227
A2_01,01,0,7.975,-0.4594256247135087
A2_01,01,0,7.988,-0.430588963053256
A2_01,01,0,8.001,-0.4325111790049905
A2_01,01,0,8.014,-0.43390598903726546
A2_01,01,0,8.027,-0.41282998289868944
A2_01,01,0,8.04,-0.4197262678553551
A2_01,01,0,8.053,-0.4279997464862489
A2_01,01,0,8.066,-0.3856090257917756
A2_01,01,0,8.079,-0.40958395255143554
A2_01,01,0,8.092,-0.3747042103117831
A2_01,01,0,8.105,-0.3869377191047875
A2_01,01,0,8.118,-0.3706843774831151
